study_hours,sleep_hours,break_frequency,concentration_level,burnout_risk
8.7,6.4,36,4,31.01
3.1,6.2,5,5,12.1
9.6,7.0,35,4,49.01
7.4,7.1,23,2,47.39
7.5,4.9,55,1,42.1
15.1,4.0,41,5,75.6
13.9,12.1,53,4,26.36
8.8,4.6,26,1,60.73
9.4,6.3,59,1,56.62
18.8,14.3,20,5,54.21
3.2,6.8,16,1,20.04
8.3,6.1,18,4,30.35
6.7,11.0,29,3,12.57
8.6,6.2,14,3,44.9
15.2,8.0,59,4,53.38
7.7,6.2,15,1,56.46
6.4,8.9,11,2,24.73
9.2,6.0,44,1,64.06
14.7,7.7,50,1,75.01
8.0,6.7,45,5,22.79
13.3,9.6,47,2,54.3
17.8,2.9,41,1,100.0
9.0,4.2,11,2,69.15
8.4,4.2,12,2,68.9
8.3,6.3,44,1,38.66
9.0,6.2,51,5,23.05
7.4,8.3,16,1,44.57
11.7,7.0,9,3,60.64
3.3,6.7,36,2,30.22
5.3,6.7,54,5,5.1
7.5,11.0,23,3,14.09
9.8,4.1,34,3,64.72
7.5,5.7,30,2,52.08
6.6,10.9,55,3,8.73
7.5,7.9,36,5,10.72
9.4,6.9,28,3,47.69
6.0,3.9,26,4,36.46
12.7,10.1,54,1,52.0
6.6,10.7,34,1,24.31
7.3,6.4,36,1,37.58
1.0,11.2,14,1,0.0
8.3,11.1,41,3,16.01
9.5,7.0,35,1,52.71
5.5,9.8,36,4,2.82
7.7,6.5,29,3,35.5
8.1,7.4,11,3,47.02
9.9,14.3,17,3,14.09
6.4,6.6,36,5,17.58
9.0,6.6,44,5,28.95
9.3,7.4,15,2,49.49
8.8,14.3,12,3,18.39
2.8,3.8,11,1,43.23
14.5,7.7,38,4,58.21
8.9,14.8,25,4,0.0
7.5,13.8,48,3,0.0
2.2,5.5,57,5,0.0
6.4,6.9,8,5,32.15
8.2,11.2,5,3,34.19
4.3,2.6,57,1,34.01
4.3,11.1,48,1,11.87
8.9,13.3,24,5,0.0
9.4,7.7,18,3,32.45
4.8,6.2,11,2,36.96
7.9,3.6,14,3,50.54
6.5,6.5,16,3,25.75
17.0,10.7,20,5,48.36
8.8,6.2,37,2,47.34
8.9,8.6,5,2,35.2
19.4,3.7,17,2,100.0
19.7,8.0,52,1,100.0
10.0,13.0,25,3,22.33
1.1,7.9,34,5,0.0
6.1,2.5,18,4,39.02
9.8,7.9,36,1,59.69
6.8,6.1,23,5,20.21
17.9,9.3,47,5,56.34
6.0,5.0,20,3,41.21
6.3,3.4,24,2,49.79
6.5,13.3,53,4,0.0
7.9,14.4,8,5,2.27
7.2,6.2,38,1,54.01
7.7,12.3,21,1,31.42
6.1,6.2,52,3,26.91
13.4,3.3,12,2,88.42
7.3,8.4,26,5,14.7
6.6,8.0,59,5,2.8
6.4,7.4,18,2,38.27
19.8,7.4,32,4,95.35
17.4,6.8,29,5,75.06
6.8,9.2,42,3,15.94
6.4,7.8,23,1,29.52
9.8,11.3,11,2,37.75
7.2,7.0,35,2,42.2
6.1,10.3,10,2,24.83
6.1,8.5,16,5,0.0
7.6,7.7,26,4,33.45
7.0,3.3,22,4,43.45
6.3,14.2,32,2,0.04
6.8,5.4,49,1,49.97
15.4,6.6,38,5,56.89
8.2,3.0,34,5,36.08
18.0,6.1,43,3,90.5
17.2,10.5,14,2,84.61
18.2,11.3,44,3,65.98
7.8,5.7,43,5,30.7
8.7,12.2,29,5,2.6
9.7,7.7,23,2,55.28
17.5,5.4,42,5,93.73
8.0,6.9,41,3,31.41
11.0,7.7,20,4,38.79
6.5,6.4,38,4,16.83
9.9,6.2,39,1,54.12
9.3,13.9,39,2,9.84
8.1,10.5,53,5,0.0
1.9,3.0,45,5,0.0
10.5,8.6,44,3,45.42
12.9,5.1,20,1,81.56
5.1,7.0,9,1,43.33
9.1,7.4,16,3,36.46
8.9,6.9,18,2,58.6
9.1,6.8,52,3,41.93
16.4,5.3,5,5,89.37
7.7,2.8,56,5,35.11
8.8,9.2,48,4,20.38
8.9,9.4,58,1,18.44
8.4,7.2,52,4,33.24
15.8,13.5,42,2,61.17
7.1,10.5,19,2,29.14
19.3,2.2,35,1,100.0
8.5,12.8,47,1,21.86
6.1,11.1,60,1,14.3
4.3,7.2,38,2,24.12
8.0,8.3,27,2,40.65
10.8,13.5,15,4,22.1
13.1,6.3,41,4,55.93
8.7,14.2,50,4,0.0
6.0,5.9,18,4,31.88
7.8,7.5,14,4,27.44
6.9,10.8,58,4,0.0
7.1,6.8,20,2,37.19
7.4,2.5,47,3,49.15
1.7,7.6,26,4,0.0
5.4,12.9,12,2,0.0
7.5,7.9,35,2,47.87
8.8,7.6,50,4,31.86
13.5,8.3,14,2,75.94
8.8,9.6,34,5,16.91
1.6,6.5,18,1,18.17
9.0,2.8,8,2,82.81
16.0,6.2,14,4,79.2
8.8,6.9,9,5,31.34
7.1,13.6,42,3,0.0
9.8,7.5,60,5,9.25
8.9,6.7,34,3,37.72
7.0,6.0,15,2,50.6
11.9,7.8,8,1,75.48
6.6,5.3,49,2,31.91
4.5,6.7,33,2,33.5
8.2,5.9,51,1,54.69
7.9,7.9,53,2,29.85
8.1,14.6,31,5,0.0
7.0,7.9,48,5,12.19
10.0,6.1,28,2,58.29
3.2,11.9,56,5,0.0
8.7,7.7,41,5,13.49
5.2,5.3,19,4,28.32
8.9,12.2,8,1,43.51
9.7,7.9,18,5,41.19
7.9,2.0,60,3,51.96
9.1,6.5,17,4,47.99
19.9,7.7,48,3,100.0
7.2,7.2,42,5,0.0
15.7,7.7,38,3,72.91
7.8,7.6,9,2,50.67
8.0,10.1,10,2,22.13
8.6,2.0,43,1,67.77
6.1,14.5,53,3,0.0
17.7,5.2,56,4,80.03
10.9,7.4,55,1,54.53
9.4,6.9,51,1,46.46
7.6,6.5,6,4,23.86
8.7,7.6,41,5,20.54
9.4,5.3,16,4,45.01
8.3,8.4,26,5,25.49
9.2,10.3,8,3,24.47
9.4,13.1,45,1,36.51
3.3,6.9,19,5,0.0
8.0,6.2,50,5,21.48
7.6,14.3,24,2,10.19
6.2,6.3,36,4,25.11
9.6,7.5,35,4,38.18
8.7,4.1,39,3,53.02
6.7,6.0,47,4,19.2
9.5,7.4,53,1,45.41
7.7,12.4,28,3,9.82
5.8,7.4,53,1,26.62
6.9,14.3,32,3,0.0
6.7,6.4,24,3,38.01
8.2,13.1,33,2,13.85
8.7,6.0,44,1,64.75
9.1,7.7,10,2,45.32
9.7,6.3,30,1,65.52
9.7,3.6,45,1,70.39
18.9,14.0,20,2,83.94
9.4,3.8,18,1,74.48
14.1,7.6,33,2,69.21
7.7,7.7,27,5,26.97
7.1,8.0,45,2,31.93
7.4,11.5,15,3,23.01
11.1,5.1,58,1,68.32
8.4,6.4,36,3,34.47
8.3,7.4,39,3,33.43
8.1,6.6,5,1,61.02
13.9,12.2,47,1,50.98
6.4,7.2,17,1,39.0
2.9,4.5,11,1,30.04
8.4,12.8,53,1,20.65
7.1,14.5,44,4,0.0
16.9,6.3,11,1,100.0
9.6,6.5,18,1,63.96
13.8,2.3,30,5,70.73
6.6,10.2,55,1,18.32
8.2,7.9,21,5,19.11
7.4,7.7,33,5,15.08
6.9,5.0,58,1,46.53
6.3,7.0,15,4,21.8
9.8,7.8,14,4,38.9
3.0,6.2,11,5,0.0
7.0,6.1,24,3,33.04
8.3,6.4,19,1,52.9
8.7,11.3,6,1,52.11
1.4,7.2,52,1,11.73
14.2,6.5,59,3,67.36
9.4,7.7,54,4,24.87
9.5,7.6,8,1,64.75
13.6,7.1,31,2,69.33
8.7,6.8,53,2,42.06
9.8,7.0,7,3,54.3
7.4,7.6,5,2,37.91
9.1,9.2,57,1,35.94
6.7,12.6,11,5,0.0
7.3,12.0,44,2,7.62
8.6,7.6,31,4,29.38
8.9,12.2,38,4,4.27
8.5,6.2,7,3,49.74
9.0,11.6,23,3,17.48
8.4,7.2,52,1,43.32
3.5,10.4,10,2,16.3
18.6,5.8,37,1,100.0
10.0,10.8,16,5,28.91
7.8,9.5,28,1,33.12
15.0,7.2,55,1,91.1
6.9,7.7,18,5,13.77
6.3,8.2,21,3,28.41
7.4,7.9,40,1,34.56
8.3,4.3,24,2,54.05
8.1,6.4,12,2,49.08
9.0,2.5,46,1,70.51
19.1,9.3,42,5,60.48
5.1,10.5,29,1,21.76
7.8,14.3,8,3,18.21
14.7,6.4,33,2,77.94
14.4,6.2,51,2,75.71
7.4,4.4,7,5,33.97
9.2,5.0,35,2,55.91
7.9,2.9,41,1,55.92
7.6,10.2,14,4,6.17
9.8,6.7,16,1,60.12
9.1,7.3,48,4,27.37
19.0,6.2,7,4,93.35
7.1,7.3,52,4,24.96
9.8,6.2,13,1,78.57
8.6,6.3,18,3,40.91
13.2,7.2,18,2,80.44
11.6,8.3,44,1,68.8
6.4,3.3,23,4,22.41
7.8,3.3,21,1,74.07
4.7,12.4,41,5,0.0
9.2,7.0,26,5,36.13
5.9,5.2,52,1,34.88
16.1,7.2,25,4,63.81
9.5,2.5,35,2,74.92
7.5,13.2,43,2,2.24
14.3,6.0,16,5,70.66
10.3,8.1,59,4,16.99
6.2,7.2,38,1,28.73
3.9,7.9,44,5,0.0
6.0,7.8,18,2,29.8
9.9,13.9,22,1,40.6
6.4,6.6,46,2,22.48
8.1,4.0,52,4,36.27
10.0,3.5,14,5,58.61
16.0,11.3,36,3,61.51
9.4,14.5,50,4,0.0
6.2,7.2,56,5,4.94
7.8,2.8,27,3,55.34
9.0,7.3,42,4,37.32
9.7,11.5,14,4,27.01
9.1,6.7,48,1,45.18
19.3,13.0,22,2,76.52
9.7,2.4,8,1,96.08
16.6,2.2,7,1,100.0
19.6,7.8,33,5,71.74
7.1,6.4,16,2,47.17
6.9,7.3,10,3,39.39
9.0,2.9,42,5,39.11
8.6,10.0,28,4,22.35
7.8,9.2,60,1,36.16
19.6,6.9,32,2,100.0
12.7,6.4,41,2,80.55
8.8,10.2,56,5,9.19
9.5,7.4,36,5,14.86
6.8,5.8,23,1,45.7
10.8,6.1,45,2,49.57
2.9,2.9,9,4,25.16
9.7,6.6,8,5,38.92
6.6,5.2,34,4,34.31
6.7,7.2,31,2,38.13
8.5,4.5,38,1,63.73
9.3,13.4,10,2,27.77
8.0,6.4,51,1,48.96
9.7,6.3,19,1,63.91
18.8,4.7,25,5,88.84
14.3,5.0,38,3,77.74
12.6,6.2,52,4,53.21
15.8,7.3,34,5,67.26
8.2,3.1,9,1,69.16
6.5,6.8,18,3,29.59
19.4,10.2,28,1,100.0
9.9,6.6,40,2,53.85
6.8,7.1,19,2,47.06
5.8,6.0,53,5,11.91
6.8,12.9,28,5,0.0
8.4,6.2,59,1,47.74
13.4,6.0,32,5,53.59
8.2,4.0,28,5,34.51
4.1,2.5,27,2,40.85
2.8,2.9,11,2,42.12
9.6,9.8,14,3,31.05
18.2,9.1,49,5,65.68
10.1,7.8,52,2,51.88
9.2,7.2,37,2,53.21
8.6,7.7,42,2,37.62
8.7,6.4,13,3,43.43
17.1,7.9,51,5,61.17
8.4,14.9,43,4,0.0
9.6,7.9,25,2,46.77
7.2,7.8,33,1,45.43
6.3,6.7,53,1,29.23
6.4,7.6,33,4,24.36
8.1,6.5,10,2,41.98
11.7,7.2,47,4,40.28
3.4,4.0,8,5,23.44
6.5,7.4,23,1,35.52
18.6,6.5,57,2,100.0
8.8,9.9,48,5,4.87
7.8,8.0,53,5,3.28
7.7,14.2,47,5,0.0
8.4,6.3,59,4,28.86
9.2,4.3,15,5,34.28
9.2,7.1,23,3,31.74
7.4,7.0,58,3,13.96
18.2,4.2,52,4,89.71
10.7,7.1,11,4,52.24
9.2,5.3,47,1,60.08
7.8,10.1,24,2,29.87
8.7,6.4,11,4,39.79
7.6,6.2,46,3,35.95
9.6,10.1,16,2,36.97
3.4,14.9,19,4,0.0
6.5,10.7,49,5,2.17
8.5,12.0,20,4,11.64
2.0,7.6,60,3,0.0
9.3,7.9,14,2,52.38
9.9,6.8,47,5,32.38
6.4,6.8,20,5,15.77
9.7,3.0,29,3,65.33
8.4,6.3,13,5,30.65
11.3,4.2,59,3,61.81
2.4,7.1,5,4,0.0
8.8,6.4,17,3,52.23
9.8,6.6,25,3,44.5
7.7,7.2,30,4,24.49
7.3,9.3,20,1,39.41
7.8,8.9,5,5,18.56
8.6,5.0,53,3,37.6
12.0,12.1,38,4,22.61
5.1,2.4,19,3,46.24
14.6,3.0,7,3,91.5
6.2,6.0,18,1,48.65
9.0,14.6,39,5,0.0
4.7,6.6,24,4,8.65
9.2,6.2,55,2,39.03
8.3,2.7,38,4,52.05
6.9,7.4,31,4,16.15
4.6,6.0,40,3,20.51
8.1,6.3,36,5,8.87
11.9,6.6,35,1,76.6
11.5,9.1,10,3,48.04
8.5,7.7,37,3,32.37
9.0,7.2,42,5,31.39
4.9,6.4,33,3,18.04
9.8,6.0,25,1,57.54
4.1,6.3,44,4,9.46
6.1,6.1,51,1,46.57
7.2,4.3,29,1,64.35
7.9,6.5,56,4,20.37
11.9,7.0,19,2,73.8
9.5,7.9,28,2,45.96
9.6,8.7,12,2,50.41
6.5,2.4,18,3,59.76
7.4,7.4,24,5,14.93
15.5,6.8,37,3,69.02
7.3,7.3,40,3,19.89
10.0,10.9,59,1,49.8
17.0,7.6,39,2,93.3
9.0,7.5,42,1,33.13
8.1,7.6,54,3,34.82
7.9,13.3,46,3,0.0
8.3,7.3,11,4,30.31
8.5,14.1,28,1,15.4
15.1,6.4,16,1,81.82
19.4,2.2,20,3,100.0
8.2,14.0,21,1,26.23
7.7,6.3,45,5,17.49
7.6,2.1,39,2,62.86
3.5,7.6,27,3,0.0
6.1,7.9,26,5,2.88
7.1,7.6,19,5,16.89
9.9,14.2,29,4,1.26
7.5,7.0,24,2,38.35
8.9,13.2,9,5,19.89
6.9,13.6,33,5,0.0
6.7,6.3,8,4,36.44
8.9,13.7,36,4,0.0
5.4,7.0,29,5,19.76
2.3,6.3,41,2,0.0
9.0,6.2,29,3,45.87
6.9,6.1,12,1,50.35
8.2,12.7,38,1,19.87
8.1,6.0,26,5,26.28
10.4,7.4,43,3,40.96
14.1,6.8,23,4,68.71
7.3,2.6,51,1,61.33
12.5,6.6,29,5,47.07
8.8,11.3,56,2,23.33
1.6,14.7,8,3,0.0
6.0,6.3,51,4,13.39
7.7,7.4,36,1,56.64
19.7,14.7,40,3,67.07
10.9,11.2,39,3,36.18
9.9,5.0,36,2,61.86
6.5,6.8,20,3,30.89
9.1,6.9,58,2,31.28
7.3,14.6,29,1,15.12
3.4,12.3,33,5,0.0
7.0,13.4,10,2,13.16
6.2,6.6,54,5,10.37
4.5,5.1,19,5,21.18
6.4,11.5,11,3,9.87
9.0,6.4,60,4,13.27
7.7,7.5,23,2,46.35
9.6,2.6,29,2,78.54
9.4,7.0,26,4,41.44
4.7,6.9,20,2,23.55
6.9,9.1,11,5,10.43
17.6,5.0,53,4,83.88
9.9,4.5,31,1,74.94
8.8,5.5,45,4,32.44
19.2,6.2,7,1,100.0
9.2,10.2,38,5,19.93
8.5,7.5,32,3,39.29
6.4,4.6,18,5,30.35
6.4,5.2,29,4,34.08
8.5,4.2,7,4,59.19
9.6,6.9,20,3,48.62
9.3,6.0,15,2,62.38
7.3,14.5,11,2,5.0
8.7,12.9,23,3,17.9
4.0,6.0,6,2,30.16
9.1,6.2,48,4,34.25
9.1,6.5,13,1,68.29
8.5,6.9,39,2,27.12
8.4,7.4,34,2,46.13
7.2,9.0,51,2,15.57
17.8,2.1,37,1,100.0
7.2,6.8,13,3,38.38
8.1,3.2,39,5,24.79
7.1,6.7,52,5,15.88
6.2,4.4,17,3,50.27
6.0,3.3,40,2,49.23
8.9,2.6,7,3,72.01
9.1,7.3,51,1,43.56
9.5,7.9,22,5,22.93
14.5,7.8,13,3,66.64
4.1,6.1,5,5,4.23
8.9,7.1,59,5,21.38
3.1,8.6,5,3,9.61
8.4,13.7,38,2,14.23
7.0,7.1,47,1,46.27
10.1,7.0,50,5,24.12
9.9,6.6,40,5,29.39
8.1,7.5,7,4,32.32
7.1,13.5,9,2,15.18
7.1,11.3,14,1,33.92
15.6,8.1,35,5,51.92
6.8,7.6,32,2,19.96
7.8,8.9,52,1,24.1
18.3,7.8,44,2,92.31
6.9,9.0,32,1,28.89
16.6,4.8,57,4,77.09
6.8,6.1,54,4,26.98
7.1,2.5,12,4,61.01
7.8,7.8,15,1,65.21
16.9,7.5,45,3,88.51
8.4,7.5,21,4,29.05
9.5,2.4,28,1,70.29
8.1,5.6,36,3,48.36
6.8,12.3,40,5,0.0
7.6,7.9,33,4,21.2
9.9,6.5,11,5,31.12
7.0,6.8,27,3,28.52
6.2,8.0,20,1,46.62
6.4,10.7,32,3,0.0
8.7,7.9,60,2,31.56
8.5,8.1,42,4,20.63
9.2,14.9,19,3,10.86
7.0,5.6,8,5,21.61
6.7,5.4,19,3,44.69
8.7,8.6,31,3,29.74
7.7,6.7,44,4,28.47
8.1,7.0,52,2,29.99
6.9,12.6,29,1,16.51
11.0,10.5,46,2,38.83
8.2,7.1,5,4,30.68
15.6,2.1,32,2,100.0
14.6,6.8,16,3,70.07
8.0,7.9,7,1,48.04
7.6,6.4,48,3,34.99
8.3,7.7,25,1,45.38
7.1,8.1,31,1,31.71
13.5,8.5,29,2,62.55
9.8,7.4,60,4,23.51
5.6,12.4,59,5,0.0
6.2,4.5,33,2,40.11
6.5,9.3,31,5,5.07
7.7,2.2,50,4,48.35
8.8,2.4,35,3,54.91
7.8,7.1,47,4,14.23
9.4,7.3,18,4,25.93
7.7,7.3,16,2,39.59
8.6,7.1,10,4,31.42
6.5,8.3,60,4,11.84
8.6,6.0,50,2,51.64
18.0,5.6,19,3,95.53
7.9,7.7,5,5,31.26
7.0,6.5,54,2,28.28
16.5,7.5,60,4,61.28
6.9,9.6,19,2,15.37
1.7,7.3,58,5,0.0
9.3,6.5,51,1,46.51
17.1,6.6,59,5,61.48
7.4,7.3,57,3,30.68
14.1,2.9,32,4,79.54
6.4,7.3,48,5,2.99
9.5,6.3,18,2,63.67
9.3,2.7,27,1,85.34
9.1,12.3,9,1,43.73
7.1,7.7,43,5,8.72
9.2,6.4,40,1,54.65
7.5,8.5,41,3,15.9
7.0,6.7,32,5,14.49
6.8,10.9,46,5,0.0
8.4,7.4,41,4,29.64
6.8,6.6,57,2,29.91
4.2,5.0,23,4,19.68
8.5,6.5,41,2,49.82
8.2,14.5,50,2,0.0
6.1,13.3,26,4,0.0
7.9,7.7,11,2,41.28
9.9,10.4,24,3,38.31
11.0,5.7,15,4,52.62
7.4,12.8,7,2,4.37
9.5,7.6,28,1,50.08
7.3,7.1,25,4,16.46
3.7,7.7,47,5,0.0
10.1,12.3,33,5,15.11
9.6,11.8,49,1,37.0
9.2,2.2,11,5,50.94
7.4,10.2,15,1,38.89
17.4,14.4,52,1,62.08
2.8,6.6,19,2,19.28
5.2,7.7,28,3,12.79
17.4,7.7,16,1,100.0
7.4,7.0,47,1,29.57
6.7,7.2,45,4,12.62
6.1,8.0,50,2,40.92
8.6,4.9,49,1,60.59
12.7,6.4,26,3,68.36
6.3,6.9,30,3,17.14
6.8,11.4,14,4,9.78
6.6,7.3,27,2,33.69
9.0,14.8,44,4,0.0
8.7,7.9,26,5,15.8
11.8,11.1,58,2,33.65
6.5,7.9,22,4,18.18
9.2,5.0,50,2,57.13
9.9,12.6,30,1,42.39
8.8,6.6,49,5,15.1
9.6,11.7,9,2,42.14
14.7,6.4,34,2,80.79
9.3,14.0,31,5,0.0
1.7,14.6,7,1,0.0
14.5,2.8,6,3,95.16
15.1,4.5,41,5,69.97
9.2,4.9,26,5,46.92
9.5,2.1,55,4,50.66
12.6,6.4,27,1,84.79
6.2,6.5,7,1,57.93
7.1,11.7,23,1,27.19
6.4,8.0,10,4,20.01
7.7,6.5,36,5,17.69
19.5,6.8,6,1,100.0
6.6,14.5,58,1,0.0
10.0,8.9,15,1,56.66
9.8,7.6,30,3,43.29
8.9,6.7,25,1,55.98
6.3,12.6,34,2,2.68
6.3,2.2,56,3,54.91
9.0,7.9,14,3,48.18
14.0,6.2,48,1,83.68
13.2,7.3,52,4,41.69
11.7,2.3,16,5,63.49
8.0,12.8,54,4,0.0
9.1,7.8,28,4,31.7
6.3,13.8,23,5,0.0
15.9,7.0,40,3,83.13
10.0,12.4,35,3,23.53
9.2,13.9,13,4,9.97
7.3,3.3,50,5,31.16
7.5,2.6,26,3,52.64
7.2,14.6,30,1,8.6
16.0,7.7,7,2,83.62
7.2,14.6,43,2,11.34
9.3,6.4,16,5,43.43
7.2,6.4,38,3,31.07
7.6,6.5,59,4,18.31
3.3,5.1,56,1,29.31
8.6,7.0,10,4,36.48
16.1,14.1,45,4,45.06
14.1,13.7,47,2,44.63
7.7,8.0,27,5,22.5
7.8,4.9,18,2,44.15
7.4,7.8,28,5,22.05
5.9,6.8,45,2,24.1
7.6,6.1,41,4,25.37
9.3,3.9,53,5,42.64
7.4,4.6,12,4,44.84
9.9,5.9,24,5,34.53
7.0,4.9,26,2,46.99
9.1,6.3,35,2,53.47
14.1,2.9,11,2,100.0
7.2,5.6,41,5,23.31
8.8,7.2,51,3,32.9
3.6,10.0,51,1,9.87
17.6,2.7,13,5,99.98
18.0,6.0,33,5,81.33
11.4,5.3,21,3,57.2
9.7,11.4,28,2,30.91
6.6,6.4,59,4,19.4
8.3,4.5,20,1,64.9
8.5,2.0,39,3,61.78
7.7,10.6,37,4,5.64
6.7,5.9,21,4,34.45
6.8,8.7,37,5,3.21
8.8,13.0,47,1,24.49
8.0,7.7,29,1,52.84
1.3,7.1,56,1,1.47
6.7,9.0,31,3,6.08
7.4,7.8,41,3,24.97
6.2,12.6,49,5,0.0
9.8,7.9,58,1,37.01
14.2,7.5,21,4,68.76
13.5,7.7,60,2,64.7
16.6,5.4,48,5,63.05
9.1,6.1,37,2,54.88
13.6,6.5,35,2,67.78
8.0,6.2,10,5,33.11
6.1,13.4,33,1,2.72
7.1,6.4,8,3,37.07
7.5,7.5,38,5,8.72
7.9,8.0,58,4,16.68
11.6,7.9,22,4,49.04
4.1,10.8,28,5,0.0
8.7,7.8,50,5,15.96
6.3,10.5,58,2,15.14
8.8,5.0,26,3,52.68
8.5,11.7,6,1,29.59
8.0,6.3,29,4,25.09
6.0,6.6,18,3,36.52
9.3,11.1,57,2,28.78
7.1,14.0,47,3,0.0
9.0,7.1,43,1,55.51
6.7,8.1,23,5,10.92
14.0,4.9,29,5,67.4
5.2,8.8,40,5,0.0
2.0,6.9,5,2,15.07
1.3,4.8,19,1,31.93
6.8,6.7,29,3,36.47
5.7,4.1,54,4,20.91
7.4,6.9,14,2,53.47
5.6,5.9,22,1,47.06
15.8,3.2,13,4,86.67
14.2,7.5,6,5,61.17
8.7,6.1,27,1,48.58
7.5,13.7,12,3,14.85
6.9,7.2,53,2,29.81
9.8,6.0,10,1,75.02
4.7,11.5,25,5,0.0
6.9,7.3,11,2,39.92
7.3,14.4,30,4,0.0
8.4,7.1,41,5,21.7
7.8,7.0,47,4,33.72
7.1,13.3,8,5,0.0
12.3,7.2,22,3,55.84
7.2,14.1,14,2,10.14
11.4,6.2,37,1,69.33
9.0,6.3,55,4,26.85
6.1,7.0,27,4,19.5
18.8,11.5,10,4,81.39
16.5,5.7,11,3,91.05
9.8,7.4,44,3,46.63
8.4,10.9,60,3,21.34
9.1,6.3,30,5,30.7
7.5,6.6,8,3,46.93
14.8,14.8,8,2,50.1
9.0,9.7,37,2,31.84
7.5,2.8,41,5,36.22
19.3,7.4,53,4,79.87
9.2,6.1,58,3,51.56
2.6,3.4,40,3,11.56
13.4,7.1,60,3,55.42
4.8,4.9,9,4,27.91
8.3,6.8,59,2,20.28
6.5,11.5,58,4,0.0
9.8,6.9,58,2,47.96
15.3,6.9,50,4,54.48
6.8,4.7,33,5,7.54
5.1,7.4,15,4,16.95
6.4,7.0,30,1,37.92
7.8,7.5,17,4,32.72
9.3,9.8,33,3,25.63
8.9,13.5,19,2,24.63
9.9,5.0,50,4,37.8
2.3,7.2,12,2,8.93
9.2,9.7,54,1,33.23
9.0,12.5,31,1,28.18
17.8,7.5,43,1,91.49
7.6,12.3,9,4,3.04
8.8,14.3,55,3,14.19
9.9,6.9,51,1,61.04
10.8,5.8,23,3,66.52
9.8,13.1,9,3,18.38
6.2,8.8,6,4,11.6
8.8,3.4,27,1,72.29
9.0,14.8,42,1,15.82
7.7,7.5,31,2,44.4
5.1,8.8,30,4,6.92
9.7,7.9,40,3,42.92
8.0,7.9,44,1,41.65
8.7,12.1,25,4,7.99
5.4,7.0,59,2,12.52
8.8,9.8,12,2,41.79
9.8,6.5,44,3,36.42
4.0,10.7,42,3,0.0
18.1,12.9,29,1,74.82
6.2,7.9,12,1,45.62
7.3,7.4,25,2,35.83
9.3,6.4,34,1,63.24
8.8,9.2,22,4,21.64
7.2,7.1,49,3,26.69
6.3,10.5,32,2,12.71
9.8,6.4,31,1,52.79
6.5,6.7,13,4,25.91
6.6,7.7,14,1,41.4
7.7,10.3,45,5,0.0
11.0,7.4,57,3,46.68
6.1,13.7,44,2,0.0
7.7,7.0,37,2,40.99
3.1,6.9,14,2,14.06
8.7,6.0,60,2,49.45
8.0,10.1,36,4,12.88
7.0,12.2,49,5,0.0
8.5,7.0,18,3,35.96
18.2,6.7,22,3,100.0
5.6,14.5,6,1,4.2
2.6,6.2,40,1,18.07
9.4,2.6,15,2,70.14
8.1,7.3,23,1,54.81
9.2,10.6,45,1,20.04
8.5,11.3,33,2,23.3
6.8,5.1,23,2,51.8
7.3,7.2,45,1,42.6
16.1,7.0,52,3,65.59
8.8,4.3,18,3,59.37
7.3,12.6,41,1,17.24
12.1,3.5,60,4,54.6
9.6,3.2,27,5,47.78
9.2,7.6,28,3,46.4
1.3,6.9,33,1,13.26
7.9,2.1,13,2,71.92
9.8,6.0,22,5,39.55
6.2,2.8,45,3,49.43
16.2,6.3,5,4,83.64
18.3,7.4,28,5,73.98
2.3,6.1,24,1,16.24
6.8,6.8,8,4,27.34
6.7,6.4,17,4,29.21
9.2,11.8,18,5,7.7
7.3,6.0,56,3,26.77
5.5,6.5,58,2,25.27
7.5,10.5,18,1,37.78
9.3,6.4,30,2,52.72
7.9,7.0,30,1,50.05
8.4,7.5,48,4,20.77
15.0,3.9,57,4,69.16
8.9,10.7,42,1,54.58
9.9,11.8,9,4,26.39
6.9,2.1,9,5,41.78
15.2,6.0,9,5,81.26
6.6,7.5,22,2,43.78
5.5,14.1,46,3,0.0
8.7,6.5,25,3,38.49
8.4,13.6,55,2,6.91
7.6,7.8,29,2,44.87
8.0,6.4,42,5,24.45
7.1,5.5,18,1,54.96
5.3,9.1,53,5,0.0
6.2,7.1,45,3,17.7
8.5,7.8,47,3,30.13
1.6,12.7,44,2,0.0
7.4,7.7,46,5,9.04
10.2,11.6,52,2,25.14
12.4,6.1,34,5,62.67
3.4,7.4,26,4,12.25
8.1,14.4,22,5,0.0
8.5,6.6,55,4,29.49
14.9,9.3,14,5,56.96
6.1,7.8,28,1,40.69
7.4,8.0,32,3,26.25
8.8,6.5,52,2,38.02
7.4,6.7,13,1,54.26
6.8,11.8,29,3,12.99
8.4,14.5,20,4,1.67
19.5,7.7,15,2,100.0
6.6,12.3,53,3,0.0
8.6,7.9,13,2,52.1
6.2,3.0,13,1,58.26
8.1,11.4,52,3,3.91
6.8,7.3,54,2,30.04
17.9,2.8,37,4,93.67
8.2,7.4,53,4,10.93
15.0,7.0,7,5,75.77
8.4,6.5,5,5,31.55
9.7,6.1,40,2,56.34
6.9,7.7,52,4,18.7
1.4,14.6,24,3,0.0
8.0,6.0,28,3,42.58
9.7,13.5,33,1,39.53
6.2,7.4,58,5,0.0
12.6,6.9,38,4,64.42
16.1,7.0,9,1,100.0
8.5,6.5,45,2,35.7
